entry_index	manifest_line	module_group	path	source_state	risk_tags	token_status	functional_status	public_rc_rows	decision	rationale
1597	11272	settings	app/src/settings_view/environments_page.rs	target-present	dynamic-placeholder;environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1598	11279	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint;team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1599	11286	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1600	11293	settings	app/src/settings_view/environments_page.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1601	11300	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1602	11307	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1603	11314	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1604	11321	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1605	11328	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1606	11335	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1607	11342	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1608	11349	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1609	11356	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1610	11363	settings	app/src/settings_view/environments_page.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1611	11370	settings	app/src/settings_view/environments_page.rs	target-present	dynamic-placeholder;environment-endpoint;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1612	11377	settings	app/src/settings_view/environments_page.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1613	11384	settings	app/src/settings_view/environments_page.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1614	11391	settings	app/src/settings_view/environments_page.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1615	11398	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1616	11405	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1617	11412	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1618	11419	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1619	11426	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1620	11433	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1621	11440	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1622	11447	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1623	11454	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1624	11461	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1625	11468	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	dynamic-placeholder;environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1626	11475	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1627	11482	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1628	11489	settings	app/src/settings_view/agent_assisted_environment_modal.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1629	11496	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1630	11503	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1631	11510	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1632	11517	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1633	11524	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1634	11531	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint;team-workspace;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1635	11538	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint;team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1636	11545	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1637	11552	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1638	11559	settings	app/src/settings_view/update_environment_form.rs	target-present	destructive-action;environment-endpoint	clean	clean	G;U;I;-;S;E;T;-;0;6	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1639	11566	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1640	11573	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1641	11580	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1642	11587	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1643	11594	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1644	11601	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1645	11608	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint;team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1646	11615	settings	app/src/settings_view/update_environment_form.rs	target-present	api-key-secret;environment-endpoint;team-workspace	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1647	11622	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1648	11629	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1649	11636	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1650	11643	settings	app/src/settings_view/update_environment_form.rs	target-present	dynamic-placeholder;environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1651	11650	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1652	11657	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1653	11664	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1654	11671	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1655	11678	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1656	11685	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint;team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1657	11692	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1658	11699	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1659	11706	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1660	11713	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1661	11720	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1662	11727	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1663	11734	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1664	11741	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1665	11748	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1666	11755	settings	app/src/settings_view/update_environment_form.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1667	11762	settings	app/src/settings_view/update_environment_form.rs	target-and-source-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1668	11769	settings	app/src/settings_view/platform_page.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1669	11776	settings	app/src/settings_view/platform_page.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1670	11783	settings	app/src/settings_view/platform_page.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1671	11790	settings	app/src/settings_view/platform_page.rs	target-present	api-key-secret;destructive-action	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1672	11797	settings	app/src/settings_view/platform_page.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1673	11804	settings	app/src/settings_view/platform_page.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1674	11811	settings	app/src/settings_view/platform_page.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1675	11818	settings	app/src/settings_view/platform_page.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1676	11825	settings	app/src/settings_view/platform_page.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1677	11832	settings	app/src/settings_view/platform_page.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1678	11839	settings	app/src/settings_view/platform_page.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1679	11846	settings	app/src/settings_view/platform_page.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1680	11853	settings	app/src/settings_view/platform_page.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1681	11860	settings	app/src/settings_view/platform_page.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1682	11867	settings	app/src/settings_view/platform_page.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1683	11874	settings	app/src/settings_view/platform_page.rs	target-and-source-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1684	11881	settings	app/src/settings_view/platform_page.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1685	11888	settings	app/src/settings_view/platform_page.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1686	11895	settings	app/src/settings_view/platform_page.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1687	11902	settings	app/src/settings_view/platform_page.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1688	11909	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1689	11916	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret;team-workspace	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1690	11923	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1691	11930	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1692	11937	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1693	11944	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1694	11951	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1695	11958	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1696	11965	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1697	11972	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
1698	11979	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1699	11986	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1700	11993	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1701	12000	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret;team-workspace	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1702	12007	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1703	12014	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1704	12021	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1705	12028	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1706	12035	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1707	12042	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1708	12049	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1709	12056	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1710	12063	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1711	12070	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1712	12077	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1713	12084	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1714	12091	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
1715	12098	settings	app/src/settings_view/platform/create_api_key_modal.rs	target-present	api-key-secret	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1716	12105	settings	app/src/settings_view/platform/expire_api_key_button.rs	target-present	api-key-secret;destructive-action	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1717	12112	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1718	12119	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1719	12126	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1720	12133	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1721	12140	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1722	12147	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1723	12154	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1724	12161	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1725	12168	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1726	12175	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1727	12182	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1728	12189	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1729	12196	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1730	12203	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1731	12210	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1732	12217	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
