entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes	module	module_group	source_length	target_length	length_ratio	machine_copy_score	mojibake_status	ui_density_risk	review_lane
355	2555		app/src/workspace/close_session_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Close session	关闭会话	target-and-source-present		1	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	13	4	0.31	2	clean	clean	accepted
356	2562		app/src/workspace/close_session_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Cancel	取消	target-and-source-present		5	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	6	2	0.33	2	clean	clean	accepted
357	2569		app/src/workspace/close_session_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Close session?	关闭会话？	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	14	5	0.36	2	clean	clean	accepted
358	2576		app/src/workspace/close_session_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	You are about to close a session that is currently being shared. Closing it will end sharing for everyone.	你将关闭一个正在共享的会话。关闭后，所有人的共享都会结束。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	106	29	0.27	2	clean	clean	accepted
359	2583		app/src/workspace/delete_conversation_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Cancel	取消	target-and-source-present		6	1	simulated-accepted-with-note	medium	destructive-action;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	6	2	0.33	2	clean	clean	accepted
360	2590		app/src/workspace/delete_conversation_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Delete	删除	target-and-source-present		26	4	simulated-accepted-with-note	medium	destructive-action;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	6	2	0.33	2	clean	clean	accepted
361	2597		app/src/workspace/delete_conversation_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Delete '{}'?	删除“{}”？	target-present		0	1	simulated-accepted-with-note	medium	destructive-action;dynamic-placeholder;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	7	0.58	2	clean	clean	accepted
362	2604		app/src/workspace/delete_conversation_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Delete conversation?	删除对话？	target-present		0	1	simulated-accepted-with-note	medium	destructive-action;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	20	5	0.25	2	clean	clean	accepted
363	2611		app/src/workspace/delete_conversation_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	This conversation will be permanently deleted. This action cannot be undone.	此对话将被永久删除。此操作无法撤销。	target-present		0	1	simulated-accepted-with-note	medium	destructive-action;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	76	18	0.24	2	clean	clean	accepted
364	2618		app/src/workspace/header_toolbar_editor.rs	active	Legacy reviewed zh-Hans localization entry	Edit toolbar	编辑工具栏	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	5	0.42	2	clean	clean	accepted
365	2625		app/src/workspace/header_toolbar_editor.rs	active	Legacy reviewed zh-Hans localization entry	Available items	可用项目	target-present		0	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	15	4	0.27	2	clean	clean	accepted
366	2632		app/src/workspace/native_modal.rs	active	Legacy reviewed zh-Hans localization entry	Don't show again.	不再显示。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	17	5	0.29	2	clean	clean	accepted
367	2639		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	New Terminal Tab	新建终端标签页	target-present		0	1	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	16	7	0.44	2	clean	clean	accepted
368	2646		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	New Agent Tab	新建 Agent 标签页	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	13	12	0.92	2	clean	clean	accepted
369	2653		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	Turn notifications on	打开通知	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	21	4	0.19	2	clean	clean	accepted
370	2660		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	Turn notifications off	关闭通知	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	22	4	0.18	2	clean	clean	accepted
371	2667		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	Log out	退出登录	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	7	4	0.57	2	clean	clean	accepted
372	2674		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	View latest changelog	查看最新变更日志	target-and-source-present		1	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	21	8	0.38	2	clean	clean	accepted
373	2681		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	View Shared Blocks...	查看共享块...	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	21	8	0.38	2	clean	clean	accepted
374	2688		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	View user docs (opens external link)	查看用户文档（打开外部链接）	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	36	14	0.39	2	clean	clean	accepted
375	2695		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	View Warp logs	查看 Warp 日志	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	14	10	0.71	2	clean	clean	accepted
376	2702		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	View privacy policy (opens external link)	查看隐私政策（打开外部链接）	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	41	14	0.34	2	clean	clean	accepted
377	2709		app/src/workspace/mod.rs	active	Legacy reviewed zh-Hans localization entry	Toggle notification mailbox	切换通知收件箱	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	27	7	0.26	2	clean	clean	accepted
378	2716		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Reopen closed session	重新打开已关闭会话	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	21	9	0.43	2	clean	clean	accepted
379	2723		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	View Warp logs	查看 Warp 日志	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	14	10	0.71	2	clean	clean	accepted
380	2730		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Log out	退出登录	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	7	4	0.57	2	clean	clean	accepted
381	2737		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	View changelog	查看变更日志	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	14	6	0.43	2	clean	clean	accepted
382	2744		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	View	查看	target-and-source-present		1013	4	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	4	2	0.5	2	clean	clean	accepted
383	2751		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Tabs panel	标签页面板	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	10	5	0.5	2	clean	clean	accepted
384	2758		app/src/workspace/view/wasm_view.rs	active	Legacy reviewed zh-Hans localization entry	View all cloud runs	查看所有云端运行记录	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	19	10	0.53	2	clean	clean	accepted
385	2765		app/src/workspace/view/wasm_view.rs	active	Legacy reviewed zh-Hans localization entry	Open in Warp	在 Warp 中打开	target-and-source-present		1	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	10	0.83	2	clean	clean	accepted
386	2772		app/src/workspace/view/conversation_list/view.rs	active	Legacy reviewed zh-Hans localization entry	View all	查看全部	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	8	4	0.5	2	clean	clean	accepted
387	2779		app/src/workspace/view/conversation_list/view.rs	active	Legacy reviewed zh-Hans localization entry	Delete	删除	target-and-source-present		8	4	simulated-accepted-with-note	medium	destructive-action;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	6	2	0.33	2	clean	clean	accepted
388	2786		app/src/workspace/rewind_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Rewind	回退	target-and-source-present		27	4	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	6	2	0.33	2	clean	clean	accepted
389	2793		app/src/workspace/rewind_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Cancel	取消	target-and-source-present		6	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	6	2	0.33	2	clean	clean	accepted
390	2800		app/src/workspace/rewind_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Rewinding does not affect files edited manually or via shell commands.	回退不会影响手动或通过 shell 命令编辑的文件。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	70	26	0.37	2	clean	clean	accepted
391	2807		app/src/workspace/rewind_confirmation_dialog.rs	active	Legacy reviewed zh-Hans localization entry	Are you sure you want to rewind? This will restore your code and conversation to before this point, and cancel any commands the agent is currently running. A copy of the original conversation will be saved in your conversation history.	确定要回退吗？这会将你的代码和对话恢复到此点之前，并取消 Agent 当前正在运行的所有命令。原始对话的副本会保存到对话历史记录中。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	235	66	0.28	2	clean	clean	accepted
392	2814		app/src/workspace/header_toolbar_item.rs	active	Legacy reviewed zh-Hans localization entry	Tabs Panel	标签页面板	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	10	5	0.5	2	clean	clean	accepted
393	2821		app/src/workspace/header_toolbar_item.rs	active	Legacy reviewed zh-Hans localization entry	Tools Panel	工具面板	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	4	0.36	2	clean	clean	accepted
394	2828		app/src/workspace/header_toolbar_item.rs	active	Legacy reviewed zh-Hans localization entry	Agent Management	Agent 管理	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	16	8	0.5	2	clean	clean	accepted
395	2835		app/src/workspace/header_toolbar_item.rs	active	Legacy reviewed zh-Hans localization entry	Code Review	代码审查	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	4	0.36	2	clean	clean	accepted
396	2842		app/src/workspace/header_toolbar_item.rs	active	Legacy reviewed zh-Hans localization entry	Notifications	通知	target-and-source-present		8	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	13	2	0.15	2	clean	clean	accepted
397	2849		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	New Group	新建分组	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	9	4	0.44	2	clean	clean	accepted
398	2856		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	1 tab	1 个标签页	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	5	6	1.2	2	clean	clean	accepted
399	2863		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	{member_count} tabs	{member_count} 个标签页	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	19	19	1.0	2	clean	clean	accepted
400	2870		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Untitled tab	未命名标签页	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	6	0.5	2	clean	clean	accepted
401	2877		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Code Diff	代码差异	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	9	4	0.44	2	clean	clean	accepted
402	2884		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	File	文件	target-and-source-present		19	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	4	2	0.5	2	clean	clean	accepted
403	2891		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Notebook	笔记本	target-and-source-present		27	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	8	3	0.38	2	clean	clean	accepted
404	2898		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Workflow	工作流	target-and-source-present		29	1	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	8	3	0.38	2	clean	clean	accepted
405	2905	workspace.vertical_tabs.environment_variables	app/src/workspace/view/vertical_tabs.rs	active	Vertical tabs item type label for environment variable tabs.	Environment Variables	环境变量	target-present	1	0	1	simulated-accepted-with-note	medium	environment-endpoint;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	21	4	0.19	2	clean	clean	accepted
406	2914		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Environments	环境	target-present		0	2	simulated-accepted-with-note	medium	environment-endpoint;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	12	2	0.17	2	clean	clean	accepted
407	2921		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Rules	规则	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	5	2	0.4	2	clean	clean	accepted
408	2928		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Plan	计划	target-present		0	1	blocked-public-rc	medium	billing-quota;team-workspace	GUI-BILL-01	clean	clean	clean	clean	none	app/src/workspace	workspace	4	2	0.5	2	clean	clean	public-rc
409	2935		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Execution Profile	执行配置	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	17	4	0.24	2	clean	clean	accepted
410	2942		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Other	其他	target-and-source-present		17	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	5	2	0.4	2	clean	clean	accepted
411	2949		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Unsaved	未保存	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	7	3	0.43	2	clean	clean	accepted
412	2956		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	+ {hidden_count} more	另有 {hidden_count} 项	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	21	19	0.9	2	clean	clean	accepted
413	2963		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Tab item	标签页项目	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	8	5	0.62	2	clean	clean	accepted
414	2970		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Requires the GitHub CLI to be installed and authenticated	需要安装并认证 GitHub CLI	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	57	18	0.32	2	clean	clean	accepted
415	2977		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	PR link	PR 链接	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	7	5	0.71	2	clean	clean	accepted
416	2984		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	Diff stats	差异统计	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	10	4	0.4	2	clean	clean	accepted
417	2991		app/src/workspace/view/vertical_tabs.rs	active	Legacy reviewed zh-Hans localization entry	and {extra_open_tabs} more	以及另外 {extra_open_tabs} 项	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	26	24	0.92	2	clean	clean	accepted
418	2998		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Update Warp	更新 Warp	target-and-source-present		1	5	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	7	0.64	2	clean	clean	accepted
419	3005		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Your app is out of date and some features may not work as expected. Please update immediately.	你的应用版本过旧，部分功能可能无法正常工作。请立即更新。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	94	28	0.3	2	clean	clean	accepted
420	3012		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Some Warp features may not work as expected without updating immediately, but Warp is unable to perform the update.	如果不立即更新，部分 Warp 功能可能无法正常工作，但 Warp 当前无法执行更新。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	115	43	0.37	2	clean	clean	accepted
421	3019		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Access your tab configs here.	在这里访问你的标签页配置。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	29	13	0.45	2	clean	clean	accepted
422	3026		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Continue this local Warp Agent task in the cloud from the current conversation state.	从当前对话状态开始，在云端继续此本地 Warp Agent 任务。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	85	33	0.39	2	clean	clean	accepted
423	3033		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Open file	打开文件	target-and-source-present		1	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	9	4	0.44	2	clean	clean	accepted
424	3040		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Failed to load conversation data.	加载对话数据失败。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	33	9	0.27	2	clean	clean	accepted
425	3047		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Remote control link copied.	远程控制链接已复制。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	27	10	0.37	2	clean	clean	accepted
426	3054		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Untitled pane	未命名窗格	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	13	5	0.38	2	clean	clean	accepted
427	3061		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Re-arrange toolbar items	重新排列工具栏项目	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	24	9	0.38	2	clean	clean	accepted
428	3068		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Agent	Agent	target-and-source-present		226	226	simulated-accepted-with-note	medium	team-workspace		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/workspace	workspace	5	5	1.0	1	clean	clean	copy
429	3075		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Terminal	终端	target-and-source-present		107	5	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	8	2	0.25	2	clean	clean	accepted
430	3082		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Cloud Agent	云端 Agent	target-and-source-present		2	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	8	0.73	2	clean	clean	accepted
431	3089		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Local Docker Sandbox	本地 Docker 沙盒	target-and-source-present		1	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	20	12	0.6	2	clean	clean	accepted
432	3096		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	New worktree config	新建 worktree 配置	target-and-source-present		4	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	19	14	0.74	2	clean	clean	accepted
433	3103		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	New tab config	新建标签页配置	target-and-source-present		1	2	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	14	7	0.5	2	clean	clean	accepted
434	3110		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	New tab group	新建标签页分组	target-and-source-present		2	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	13	7	0.54	2	clean	clean	accepted
435	3117		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Rename pane	重命名窗格	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	11	5	0.45	2	clean	clean	accepted
436	3124		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Reset pane name	重置窗格名称	target-present		0	1	simulated-accepted-with-note	medium	destructive-action;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	15	6	0.4	2	clean	clean	accepted
437	3131		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Rename active pane	重命名当前窗格	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	18	7	0.39	2	clean	clean	accepted
438	3138		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Reset active pane name	重置当前窗格名称	target-present		0	1	simulated-accepted-with-note	medium	destructive-action;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	22	8	0.36	2	clean	clean	accepted
439	3145		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Current version is {version}	当前版本为 {version}	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	28	15	0.54	2	clean	clean	accepted
440	3152		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Install update ({})	安装更新 ({})	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	19	9	0.47	2	clean	clean	accepted
441	3159		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Updating to ({})	正在更新到 ({})	target-present		0	2	simulated-accepted-with-note	medium	dynamic-placeholder;team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	16	10	0.62	2	clean	clean	accepted
442	3166		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Update Warp manually	手动更新 Warp	target-present		0	4	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	20	9	0.45	2	clean	clean	accepted
443	3173		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Successfully installed the Oz CLI! You can now run '{command_name}' from the command line.	已成功安装 Oz CLI！你现在可以在命令行运行 '{command_name}'。	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	90	42	0.47	2	clean	clean	accepted
444	3180		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Learn more	了解更多	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	10	4	0.4	2	clean	clean	accepted
445	3187		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Failed to install Oz command: {error}	安装 Oz 命令失败：{error}	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;error-state;team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	37	18	0.49	2	clean	clean	accepted
446	3194		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Successfully uninstalled the Oz command.	已成功卸载 Oz 命令。	target-present		0	1	simulated-accepted-with-note	medium	team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	40	12	0.3	2	clean	clean	accepted
447	3201		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Failed to uninstall Oz command: {error}	卸载 Oz 命令失败：{error}	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;error-state;team-workspace;terminal-command		clean	clean	clean	clean	none	app/src/workspace	workspace	39	18	0.46	2	clean	clean	accepted
448	3208		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Update and relaunch Warp	更新并重新启动 Warp	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	24	12	0.5	2	clean	clean	accepted
449	3215		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	What's new	新变化	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	10	3	0.3	2	clean	clean	accepted
450	3222		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Keyboard shortcuts	键盘快捷键	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	18	5	0.28	2	clean	clean	accepted
451	3229		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Documentation	文档	target-present		0	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	13	2	0.15	2	clean	clean	accepted
452	3236		app/src/workspace/view.rs	active	Legacy reviewed zh-Hans localization entry	Feedback	反馈	target-and-source-present		2	1	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none	app/src/workspace	workspace	8	2	0.25	2	clean	clean	accepted
